player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot
Merlin Röhl,Freiburg,21, M(C),0(3),54,0,1,0,0,0.0,72.2,0.3,0,6.3,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0,1.0,0.0,1.3,0.0,1.3,0.7,6.0,0.0,0.0,0.0,,,,,
Max Kruse,Wolfsburg,36," M(CLR),FW",2(3),270,0,0,0,0,1.8,76.6,1.2,0,6.3,0.2,0.0,0.6,0.0,0.2,0.2,0.2,0,0.6,0.4,0.6,0.0,0.6,0.8,21.4,0.2,1.4,0.2,0.69,-0.69,0.23,9.0,0.08
Ryan Gravenberch,Bayern Munich,21, DMC,3(21),561,0,0,1,0,0.5,89.3,0.2,0,6.29,0.7,0.4,0.4,0.0,0.4,0.3,0.0,0,0.3,0.5,0.3,0.0,0.5,0.9,15.1,0.0,0.4,0.0,0.98,-0.98,0.16,11.0,0.09
Kingsley Schindler,FC Koln,30," D(R),M(R),FW",8(21),1072,0,1,4,0,0.4,70.8,0.8,0,6.29,0.8,0.5,0.4,0.0,0.8,0.3,0.1,0,0.3,0.3,0.4,0.1,0.5,0.9,13.8,0.2,0.5,0.0,2.24,-2.24,0.19,11.0,0.2
Finn Becker,Hoffenheim,23, M(C),6(7),512,0,0,0,0,0.5,72.7,0.2,0,6.29,0.8,0.4,0.3,0.1,0.5,0.2,0.0,0,0.3,0.3,0.4,0.1,0.4,0.4,14.1,0.0,0.8,0.0,0.38,-0.38,0.07,6.0,0.06
Rafael Borré,Eintracht Frankfurt,28," AM(C),FW",10(22),1062,2,2,5,0,0.8,73.0,0.8,0,6.29,0.8,0.1,0.7,0.0,0.3,0.4,0.1,0,0.5,0.5,0.3,0.6,0.4,1.4,12.3,0.1,0.3,0.0,4.42,-2.42,0.37,25.0,0.18
Maximilian Philipp,Werder Bremen,30," AM(CLR),FW",3(12),438,1,0,1,0,0.7,80.1,0.5,0,6.29,0.4,0.2,0.5,0.0,0.2,0.5,0.1,0,0.3,0.3,0.8,0.2,0.5,0.7,9.1,0.0,0.1,0.0,1.48,-0.48,0.3,11.0,0.13
Daniel-Kofi Kyereh,Freiburg,28," AM(CLR),FW",7(5),564,2,0,2,0,0.9,77.5,0.6,0,6.29,0.5,0.2,1.0,0.0,0.5,0.3,0.0,0,0.3,0.3,1.3,0.3,1.0,1.8,14.8,0.1,0.3,0.0,2.54,-0.54,0.41,11.0,0.23
Stefan Lainer,Borussia M.Gladbach,31," D(R),M(R)",9(8),820,0,0,2,0,0.4,81.5,0.5,0,6.29,0.9,0.8,0.6,0.2,1.9,0.8,0.1,0,0.5,0.1,0.4,0.1,0.2,0.7,30.9,0.5,1.0,0.1,0.9,-0.9,0.1,6.0,0.15
Dimitrios Limnios,FC Koln,25, AM(LR),0(2),38,0,0,0,0,0.5,70.6,0.5,0,6.29,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.5,0.0,0.5,0.0,8.5,0.5,0.0,0.0,0.02,-0.02,0.06,1.0,0.02
Tom Rothe,Borussia Dortmund,19," D(L),M(L)",0(2),24,0,0,0,0,0.5,92.9,0.0,0,6.29,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,7.0,0.0,0.5,0.0,0.06,-0.06,0.21,1.0,0.06
Yannik Keitel,Freiburg,24," D(C),DMC",8(14),678,0,2,4,0,0.2,78.4,0.6,0,6.28,0.5,0.6,1.0,0.0,0.4,0.1,0.1,0,0.2,0.2,0.1,0.0,0.2,0.3,11.0,0.0,0.6,0.0,0.12,-0.12,0.02,4.0,0.03
Paulinho,Bayer Leverkusen,23," AM(CLR),FW",1(3),80,1,0,0,0,0.5,82.1,0.3,0,6.28,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.5,0.3,0.0,0.3,0.5,7.0,0.0,0.0,0.0,0.45,0.55,0.51,2.0,0.23
Thorgan Hazard,Borussia Dortmund,31," M(CLR),FW",2(12),455,0,0,1,0,0.6,80.0,0.3,0,6.28,1.2,0.4,1.0,0.0,0.3,0.4,0.0,0,0.8,0.2,0.4,0.3,0.0,0.5,18.6,0.4,0.5,0.0,1.6,-1.6,0.32,8.0,0.2
Sven Michel,Union Berlin,33," AM(L),FW",2(19),480,3,1,2,0,0.8,60.2,1.2,0,6.28,0.4,0.0,0.6,0.0,0.2,0.2,0.0,0,0.3,0.1,0.2,0.2,0.3,1.0,7.7,0.1,0.2,0.0,1.52,1.48,0.29,16.0,0.1
Paul Wanner,Bayern Munich,18, AM(CR),0(2),23,0,0,1,0,0.0,77.8,0.5,0,6.28,1.5,0.0,0.5,0.0,0.5,0.0,0.0,0,0.5,1.0,0.0,0.0,2.0,0.0,4.5,0.0,0.0,0.0,,,,,
Aymen Barkok,Mainz 05,25, M(CR),3(20),571,0,1,1,0,0.5,71.9,0.7,0,6.27,0.8,0.1,0.7,0.0,0.3,0.2,0.0,0,0.3,0.4,0.2,0.0,0.4,0.7,10.5,0.1,0.3,0.1,0.45,-0.45,0.07,11.0,0.04
Morten Thorsby,Union Berlin,27, M(CLR),8(16),827,1,1,3,0,0.4,62.9,0.9,0,6.27,0.9,0.1,0.9,0.0,0.8,0.3,0.2,0,0.3,0.0,0.3,0.0,0.6,0.6,7.8,0.1,0.1,0.0,0.92,0.08,0.1,9.0,0.1
Jordi Osei-Tutu,Bochum,25," D(R),M(LR)",8(12),750,0,0,3,0,0.6,71.1,0.4,0,6.27,1.2,0.5,0.4,0.1,0.4,0.6,0.3,0,0.3,0.5,1.2,0.2,0.6,1.3,8.3,0.2,0.3,0.0,0.82,-0.82,0.1,12.0,0.07
Darko Churlinov,VfB Stuttgart,23," M(LR),FW",0(1),26,0,0,0,0,0.0,0.0,0.0,0,6.27,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
Veit Stange,Hertha Berlin,20, Midfielder,0(1),7,0,0,0,0,0.0,0.0,0.0,0,6.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
Paxten Aaronson,Eintracht Frankfurt,20, AM(C),0(7),167,0,0,1,0,0.6,77.4,0.1,0,6.27,0.9,0.0,0.7,0.0,0.3,0.1,0.1,0,0.1,0.4,0.4,0.1,0.3,0.7,8.9,0.1,0.0,0.0,0.16,-0.16,0.09,4.0,0.04
Renato Veiga,Augsburg,20, Midfielder,7(6),639,0,0,3,0,0.6,68.9,0.9,0,6.27,0.7,0.5,0.7,0.2,2.0,0.2,0.5,0,0.2,0.8,0.3,0.0,0.3,0.5,21.0,0.2,1.8,0.0,0.19,-0.19,0.03,8.0,0.02
Nelson Weiper,Mainz 05,19, Forward,0(9),94,2,0,0,0,0.6,68.4,0.8,0,6.26,0.2,0.0,0.2,0.0,0.1,0.2,0.0,0,0.2,0.0,0.2,0.3,0.1,0.2,4.2,0.1,0.0,0.0,1.95,0.05,1.87,5.0,0.39
Sargis Adamyan,FC Koln,30," AM(CLR),FW",4(20),634,1,2,3,0,0.9,71.7,0.5,0,6.26,0.6,0.2,0.7,0.0,0.2,0.4,0.0,0,0.3,0.3,0.3,0.2,0.7,1.2,6.6,0.2,0.2,0.0,4.29,-3.29,0.61,21.0,0.2
Ermin Bicakcic,Hoffenheim,34, D(C),0(9),258,0,0,0,0,0.2,71.0,1.0,0,6.26,0.9,0.6,0.1,0.1,1.6,0.4,0.3,0,0.0,0.0,0.1,0.1,0.0,0.2,10.3,0.0,0.9,0.0,0.13,-0.13,0.05,2.0,0.07
Pierre Kunde,Bochum,28, DMC,3(9),371,1,0,0,0,0.3,61.7,0.3,0,6.25,1.0,0.6,0.3,0.0,0.8,0.7,0.1,0,0.3,0.4,0.8,0.1,0.2,0.9,15.0,0.2,0.7,0.0,0.34,0.66,0.08,4.0,0.09
Oliver Burke,Werder Bremen,27," AM(CLR),FW",1(14),255,2,0,0,0,0.5,70.3,0.5,0,6.25,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0,0.3,0.1,0.3,0.2,0.3,0.8,4.9,0.0,0.0,0.0,1.19,0.81,0.42,8.0,0.15
Hannes Wolf,Borussia M.Gladbach,25, M(CLR),4(14),441,1,1,0,0,0.4,82.2,0.2,0,6.25,0.6,0.2,0.4,0.0,0.5,0.4,0.0,0,0.3,0.3,0.7,0.1,0.7,0.4,9.4,0.0,0.2,0.0,1.33,-0.33,0.27,8.0,0.17
Agustín Rogel,Hertha Berlin,26, D(C),14(6),1423,0,1,7,0,0.3,74.8,2.5,0,6.25,0.9,0.6,1.1,0.5,3.7,0.3,0.4,0,0.1,0.0,0.3,0.1,0.0,0.6,28.4,0.0,1.9,0.0,0.94,-0.94,0.06,5.0,0.19
Lilian Egloff,VfB Stuttgart,21, Midfielder,2(8),235,0,0,1,0,0.8,61.2,0.3,0,6.24,1.2,0.1,0.3,0.0,0.1,0.2,0.0,0,0.4,0.3,0.5,0.0,0.5,1.0,6.7,0.0,0.1,0.0,0.28,-0.28,0.11,8.0,0.04
Angelo Fulgini,Mainz 05,27," AM(CLR),FW",5(11),520,0,1,1,0,0.5,81.3,0.3,0,6.24,0.4,0.3,0.4,0.1,0.3,0.4,0.0,0,0.5,0.5,0.9,0.1,0.4,0.8,14.1,0.1,0.2,0.0,0.65,-0.65,0.11,8.0,0.08
Daniel Caligiuri,Augsburg,36," D(R),M(CLR),FW",2(11),285,1,0,1,0,0.5,63.3,0.4,0,6.24,0.6,0.2,0.4,0.2,0.2,0.1,0.2,0,0.3,0.4,0.3,0.0,0.3,0.4,9.2,0.2,0.7,0.0,0.29,0.71,0.09,6.0,0.05
Vasilios Lampropoulos,Bochum,34, D(C),7(8),622,0,0,2,0,0.4,68.1,1.2,0,6.23,0.7,0.9,0.5,0.8,2.7,0.2,0.2,0,0.1,0.0,0.4,0.0,0.1,0.3,15.7,0.0,0.8,0.0,0.29,-0.29,0.04,6.0,0.05
Daley Blind,Bayern Munich,34," D(CL),DMC,M(L)",1(3),131,0,0,0,0,0.3,87.6,0.5,0,6.23,0.5,0.5,0.3,0.0,1.0,0.3,0.5,0,0.5,0.0,0.0,0.0,0.0,0.3,24.3,0.3,1.3,0.0,0.04,-0.04,0.03,1.0,0.04
Luca Kilian,FC Koln,24, D(C),13(3),1123,1,0,1,2,0.3,86.0,1.4,0,6.23,1.4,0.7,0.4,0.5,2.9,0.6,0.5,0,0.2,0.1,0.1,0.0,0.2,0.3,42.3,0.0,1.9,0.0,0.82,0.18,0.07,4.0,0.21
Patrick Osterhage,Bochum,24, DMC,11(12),1024,0,0,3,0,0.3,71.5,0.5,0,6.23,0.9,0.5,0.8,0.0,1.0,0.2,0.3,0,0.2,0.2,0.4,0.0,0.5,0.7,13.9,0.2,0.2,0.0,0.2,-0.2,0.02,6.0,0.03
Simon Zoller,Bochum,32," AM(LR),FW",19(8),1463,3,2,5,0,1.1,65.3,0.6,1,6.23,0.4,0.2,0.8,0.0,0.7,0.3,0.0,0,0.3,0.1,0.3,0.3,0.2,0.7,11.4,0.0,0.5,0.0,4.43,-1.43,0.27,30.0,0.15
Nathan Ngoumou,Borussia M.Gladbach,24, AM(LR),7(13),692,1,0,0,0,0.7,76.8,0.4,0,6.23,0.6,0.1,0.4,0.0,0.2,0.3,0.0,0,0.2,0.4,0.3,0.2,0.2,0.9,9.5,0.3,0.1,0.0,1.04,-0.04,0.14,13.0,0.08
Ondrej Duda,FC Koln,29," M(C),FW",9(4),694,0,0,4,0,0.9,77.3,0.4,0,6.22,0.7,0.2,1.2,0.0,0.2,0.5,0.1,0,0.6,0.7,1.4,0.1,1.0,1.2,20.3,0.2,1.1,0.0,1.13,-1.13,0.15,12.0,0.09
Kasper Dolberg,Hoffenheim,26, FW,4(9),398,1,0,0,0,0.5,73.0,0.7,0,6.22,0.5,0.0,0.4,0.1,0.4,0.2,0.2,0,0.3,0.2,0.5,0.2,0.5,1.8,5.7,0.0,0.0,0.0,0.4,0.6,0.09,7.0,0.06
Keke Topp,Schalke 04,20, FW,0(1),19,0,0,0,0,1.0,75.0,1.0,0,6.22,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.04,-0.04,0.17,1.0,0.04
Jacek Góralski,Bochum,31, DMC,2(2),146,0,0,0,0,0.0,79.5,0.0,0,6.22,1.5,0.8,0.3,0.0,1.3,0.5,0.0,0,0.5,0.0,1.0,0.0,0.0,0.3,9.8,0.0,1.0,0.0,,,,,
Florian Müller,VfB Stuttgart,26, GK,19,1710,0,0,0,0,0.0,78.7,0.2,0,6.21,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0.1,0.0,0.1,0.0,0.0,0.0,33.3,0.0,6.3,0.0,,,,,
Moritz Broschinski,Bochum,23, FW,0(11),204,2,0,1,0,0.5,59.6,0.7,0,6.21,0.0,0.0,0.3,0.1,0.5,0.5,0.0,0,0.1,0.0,0.1,0.0,0.5,1.2,4.3,0.1,0.0,0.0,1.13,0.87,0.5,5.0,0.23
Luca Waldschmidt,Wolfsburg,27," AM(CLR),FW",4(14),515,4,0,0,0,0.6,77.9,0.1,0,6.21,0.3,0.2,0.8,0.0,0.2,0.4,0.0,0,0.1,0.1,0.2,0.1,0.2,0.7,8.3,0.0,0.1,0.0,2.95,1.05,0.52,11.0,0.27
Saidy Janko,Bochum,28," D(R),M(R)",12(8),1132,0,0,1,0,0.1,73.0,0.5,0,6.21,1.2,0.6,1.0,0.0,1.6,0.4,0.5,0,0.1,0.7,0.4,0.0,0.5,0.9,16.5,0.1,1.0,0.0,0.03,-0.03,0.0,1.0,0.03
Jamie Leweling,Union Berlin,23," AM(R),FW",0(16),248,1,1,1,0,0.6,78.3,0.1,0,6.21,0.3,0.1,0.4,0.0,0.0,0.1,0.0,0,0.2,0.3,0.6,0.1,0.5,0.9,2.9,0.1,0.1,0.0,0.91,0.09,0.33,9.0,0.1
Jacob Bruun Larsen,Hoffenheim,25," AM(CLR),FW",3(9),323,1,0,0,0,0.6,72.3,0.3,0,6.2,0.3,0.1,0.1,0.0,0.0,0.1,0.1,0,0.6,0.2,0.1,0.3,0.5,0.8,6.9,0.2,0.0,0.0,1.15,-0.15,0.32,7.0,0.16
Jeong Woo-Yeong,Freiburg,24," AM(CR),FW",4(22),641,1,1,2,0,0.5,80.8,0.1,0,6.2,0.3,0.0,0.5,0.0,0.3,0.1,0.0,0,0.2,0.3,0.3,0.0,0.3,0.5,9.0,0.1,0.2,0.0,1.83,-0.83,0.26,13.0,0.14
Hugo Siquet,Freiburg,21," D(R),M(R)",0(2),15,0,0,0,0,0.0,80.0,0.5,0,6.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.5,0.5,2.5,0.0,0.0,0.0,,,,,
Tom Bischof,Hoffenheim,18, Midfielder,3(8),311,0,0,0,0,0.6,72.6,0.2,0,6.19,1.4,0.1,0.8,0.0,0.1,0.3,0.1,0,0.5,0.1,0.5,0.0,0.5,0.9,10.3,0.1,0.4,0.1,0.98,-0.98,0.28,7.0,0.14
Lucas Alario,Eintracht Frankfurt,31, FW,2(18),317,1,0,0,0,0.6,65.9,1.1,0,6.19,0.2,0.1,0.5,0.0,0.6,0.1,0.0,0,0.1,0.3,0.1,0.3,0.4,0.2,4.3,0.0,0.1,0.0,1.42,-0.42,0.4,11.0,0.13
Umut Tohumcu,Hoffenheim,19, M(C),2(6),268,0,0,0,0,0.5,71.4,0.3,0,6.19,1.3,0.3,0.5,0.0,0.9,0.8,0.0,0,0.3,0.1,0.6,0.0,0.3,0.8,9.6,0.0,0.5,0.0,0.18,-0.18,0.06,4.0,0.04
Maximilian Philipp,Wolfsburg,30," AM(CLR),FW",1(2),115,0,0,0,0,0.3,76.5,0.3,0,6.19,0.4,0.2,0.5,0.0,0.2,0.5,0.1,0,0.3,0.3,0.8,0.2,0.5,0.7,9.1,0.0,0.1,0.0,1.48,-0.48,0.3,11.0,0.13
Niklas Tauer,Mainz 05,23, DMC,0(3),92,0,0,0,0,0.3,88.9,0.7,0,6.19,0.7,0.7,0.3,0.0,1.3,0.7,0.3,0,0.0,0.0,0.0,0.0,0.3,0.3,18.0,0.3,0.3,0.0,0.05,-0.05,0.05,1.0,0.05
Peter Pekarík,Hertha Berlin,37," D(LR),M(R)",2(3),204,0,0,0,0,0.0,76.7,0.8,0,6.17,0.8,0.8,0.0,0.2,1.4,0.4,0.4,0,0.2,0.0,0.0,0.0,0.2,0.2,18.0,0.2,0.6,0.0,,,,,
Irvin Cardona,Augsburg,26," AM(L),FW",0(10),310,1,0,2,0,0.9,55.6,0.3,0,6.17,0.1,0.4,0.2,0.0,0.5,0.4,0.0,0,0.3,0.4,0.5,0.1,0.4,1.3,6.3,0.1,0.1,0.0,2.65,-1.65,0.77,9.0,0.29
Luca Pfeiffer,VfB Stuttgart,27," AM(C),FW",6(13),692,0,0,1,1,0.6,64.3,1.6,0,6.17,0.1,0.1,0.7,0.0,0.3,0.1,0.0,0,0.6,0.1,0.5,0.1,0.3,0.7,10.5,0.1,0.4,0.1,2.02,-2.02,0.26,12.0,0.17
Julian Baumgartlinger,Augsburg,36, DMC,3(13),547,0,0,1,0,0.2,83.1,0.4,0,6.17,0.9,0.3,0.3,0.0,0.9,0.8,0.1,0,0.1,0.1,0.6,0.0,0.2,0.4,14.1,0.1,0.8,0.0,0.14,-0.14,0.02,3.0,0.05
Antonios Papadopoulos,Borussia Dortmund,24, Defender,0(1),12,0,0,0,0,1.0,89.5,1.0,0,6.17,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,0.01,-0.01,0.1,1.0,0.01
Kingsley Ehizibue,FC Koln,28," D(R),M(R)",1,62,0,0,0,0,1.0,57.9,1.0,0,6.17,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.01,-0.01,0.02,1.0,0.01
Derry Scherhant,Hertha Berlin,21, AM(L),2(8),280,1,0,0,0,0.4,71.7,0.2,0,6.16,0.7,0.0,0.2,0.0,0.5,0.4,0.0,0,0.1,0.6,0.2,0.0,0.8,0.8,4.6,0.0,0.0,0.0,0.33,0.67,0.11,4.0,0.08
Danny Latza,Schalke 04,34, M(C),8(12),845,0,1,2,0,0.8,81.7,0.7,0,6.16,0.9,0.3,0.7,0.1,0.7,0.6,0.1,0,0.2,0.2,0.6,0.0,0.4,0.4,18.6,0.3,0.7,0.0,1.1,-1.1,0.12,16.0,0.07
Eduardo Quaresma,Hoffenheim,22, D(C),1(3),86,0,0,0,0,0.0,88.1,0.3,0,6.16,1.3,0.0,0.3,0.0,0.8,0.5,0.5,0,0.0,0.3,0.3,0.0,0.0,0.3,16.8,0.0,0.3,0.0,,,,,
Diadié Samassékou,Hoffenheim,28, DMC,1(1),34,0,0,1,0,0.0,85.0,0.0,0,6.14,0.5,0.0,1.5,0.0,0.0,0.5,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,,
Thomas Delaney,Hoffenheim,32, DMC,4(2),299,0,0,0,0,0.2,69.2,1.8,0,6.14,1.0,0.2,0.5,0.0,0.7,0.8,0.0,0,0.2,0.3,1.0,0.0,0.3,0.2,26.5,0.0,2.0,0.0,0.1,-0.1,0.03,1.0,0.1
Timothy Fosu-Mensah,Bayer Leverkusen,26, D(CR),1(10),186,0,0,1,0,0.3,79.8,0.2,0,6.14,0.6,0.0,0.3,0.0,0.1,0.0,0.0,0,0.4,0.0,0.1,0.1,0.1,0.3,8.5,0.1,0.1,0.0,0.11,-0.11,0.05,3.0,0.04
Silvere Ganvoula,Bochum,27, FW,0(16),233,0,0,1,0,0.6,57.0,1.5,0,6.13,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0,0.3,0.2,0.0,0.3,0.1,0.4,5.4,0.0,0.0,0.0,0.34,-0.34,0.13,9.0,0.04
Tim Lemperle,FC Koln,22, FW,0(12),120,0,0,0,0,0.2,54.9,0.3,0,6.13,0.5,0.1,0.2,0.0,0.3,0.2,0.0,0,0.3,0.3,0.0,0.0,0.5,0.5,4.3,0.0,0.0,0.0,0.1,-0.1,0.07,2.0,0.05
Jordan Larsson,Schalke 04,26," AM(CR),FW",5(6),464,0,0,0,0,0.9,75.2,0.5,0,6.13,0.7,0.4,0.6,0.0,0.2,0.6,0.0,0,0.4,0.4,0.5,0.1,0.6,0.4,10.3,0.1,0.4,0.0,0.99,-0.99,0.19,10.0,0.1
Yvandro Borges Sanches,Borussia M.Gladbach,19, M(L),0(3),25,0,0,0,0,0.3,100.0,0.0,0,6.13,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.7,0.0,0.0,1.3,0.7,2.3,0.3,0.0,0.0,0.05,-0.05,0.16,1.0,0.05
Nicolas Cozza,Wolfsburg,25, D(CL),0(5),98,0,0,0,0,0.0,73.8,0.2,0,6.12,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0,0.0,0.0,0.2,0.0,0.4,0.2,8.4,0.0,0.6,0.0,,,,,
Milos Pantovic,Union Berlin,27, AM(CLR),0(13),195,1,0,1,0,0.5,64.3,0.5,0,6.12,0.3,0.0,0.3,0.0,0.3,0.2,0.0,0,0.0,0.0,0.4,0.2,0.2,0.2,5.4,0.1,0.2,0.0,1.27,-0.27,0.58,6.0,0.21
Faride Alidou,Eintracht Frankfurt,22, AM(LR),0(15),173,0,1,0,0,0.1,76.6,0.1,0,6.12,0.5,0.1,0.5,0.0,0.1,0.4,0.0,0,0.2,0.1,0.1,0.1,0.3,0.3,5.1,0.2,0.1,0.0,0.07,-0.07,0.04,2.0,0.04
Juan José Perea,VfB Stuttgart,24, FW,3(13),412,1,0,0,0,0.1,68.6,0.4,0,6.12,0.3,0.1,0.8,0.0,0.2,0.1,0.1,0,0.1,0.3,0.8,0.4,0.6,1.1,4.4,0.1,0.3,0.0,0.19,0.81,0.04,2.0,0.1
Florent Mollet,Schalke 04,32, AM(CLR),4(5),408,1,0,1,0,1.2,78.0,0.1,0,6.11,0.4,0.1,0.4,0.0,0.1,0.6,0.1,0,0.4,0.2,0.8,0.2,0.9,1.2,15.7,0.2,0.3,0.0,0.43,0.57,0.1,11.0,0.04
Timothée Kolodziejczak,Schalke 04,32," D(CL),M(L)",0(1),25,0,0,0,0,0.0,84.6,0.0,0,6.11,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,,,,,
Tony Jantschke,Borussia M.Gladbach,34," D(CR),DMC",1(7),98,0,0,0,0,0.0,91.8,0.5,0,6.11,0.3,0.0,0.3,0.0,0.6,0.0,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.1,0.0,0.0,,,,,
Leo Greiml,Schalke 04,22, D(C),3(4),356,0,0,2,0,0.1,82.3,1.4,0,6.11,1.4,0.4,1.7,0.1,2.3,1.0,0.4,0,0.1,0.1,0.3,0.0,0.0,0.4,27.4,0.0,1.6,0.0,0.1,-0.09,0.02,1.0,0.1
Mathias Olesen,FC Koln,23, AM(C),6(8),476,0,0,1,0,0.0,79.2,0.2,0,6.1,0.7,0.1,0.4,0.0,0.1,0.2,0.1,0,0.1,0.1,0.4,0.1,0.6,0.3,11.0,0.1,0.6,0.0,,,,,
Aster Vranckx,Wolfsburg,21, M(C),0(1),7,0,0,0,0,0.0,66.7,0.0,0,6.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,
Nils Petersen,Freiburg,35, FW,0(27),257,1,0,1,0,0.3,44.6,0.5,0,6.1,0.2,0.0,0.2,0.0,0.2,0.1,0.1,0,0.0,0.0,0.1,0.1,0.1,0.6,2.7,0.0,0.0,0.0,1.63,-0.63,0.57,9.0,0.18
Ricardo Pepi,Augsburg,21, FW,1(3),95,0,0,0,0,0.3,66.7,0.8,0,6.09,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0,0.5,0.8,0.0,0.0,0.0,1.0,6.8,0.0,0.0,0.0,0.06,-0.06,0.06,1.0,0.06
Kevin-Prince Boateng,Hertha Berlin,37," M(CLR),FW",5(11),463,0,0,3,0,0.4,74.8,1.2,0,6.09,0.5,0.2,1.4,0.0,0.3,0.4,0.2,0,0.2,0.1,0.5,0.0,0.5,0.6,14.6,0.1,0.5,0.0,0.29,-0.29,0.06,6.0,0.05
Oscar Fraulo,Borussia M.Gladbach,20, DMC,0(2),7,0,0,0,0,0.0,62.5,0.0,0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,,,,
Fabio Chiarodia,Werder Bremen,18, Defender,1(2),66,0,0,0,0,0.0,68.2,0.3,0,6.08,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.7,0.0,,,,,
Noah Sarenren Bazee,Augsburg,27, AM(R),0(2),18,0,0,0,0,0.0,50.0,0.0,0,6.08,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,,,,,
Laurin Ulrich,VfB Stuttgart,19, Midfielder,0(1),5,0,0,0,0,0.0,100.0,0.0,0,6.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,,,,,
Delano Burgzorg,Mainz 05,25," AM(L),FW",0(13),237,0,1,2,0,0.3,76.5,0.1,0,6.06,0.2,0.0,0.3,0.0,0.2,0.1,0.0,0,0.1,0.5,0.3,0.2,0.5,1.0,3.9,0.0,0.1,0.0,0.13,-0.13,0.05,4.0,0.03
Tim Skarke,Union Berlin,27," AM(CLR),FW",0(3),51,0,0,1,0,1.3,70.8,0.0,0,6.06,1.4,0.0,0.4,0.0,0.4,0.3,0.0,0,1.1,0.2,0.8,0.3,0.6,1.8,13.0,0.8,0.4,0.0,0.55,0.45,0.11,11.0,0.05
Andrey Lunev,Bayer Leverkusen,32, GK,1,90,0,0,0,0,0.0,75.7,0.0,0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,5.0,0.0,,,,,
Mark Uth,FC Koln,32," AM(CR),FW",1(3),45,0,0,2,0,0.3,84.6,0.3,0,6.06,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.5,3.3,0.0,0.3,0.0,0.03,-0.03,0.07,1.0,0.03
Marlon Mustapha,Mainz 05,22, Forward,0(6),67,0,0,1,0,0.5,54.5,0.2,0,6.05,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0,0.2,0.3,0.0,0.2,0.3,1.2,3.7,0.0,0.0,0.0,0.5,-0.5,0.67,3.0,0.17
