Name,Team,Position,Date of Birth,Age,Nationality,Market Value
Jesús Vallejo,Real Madrid,Centre-Back,"Jan 5, 1997",26,Spain,€2.00m
Marvel,Real Madrid,Centre-Back,"Jan 7, 2003",20,Spain,€1.00m
Ferland Mendy,Real Madrid,Left-Back,"Jun 8, 1995",28,France,€25.00m
Daniel Carvajal,Real Madrid,Right-Back,"Jan 11, 1992",31,Spain,€12.00m
Lucas Vázquez,Real Madrid,Right-Back,"Jul 1, 1991",31,Spain,€8.00m
Álvaro Odriozola,Real Madrid,Right-Back,"Dec 14, 1995",27,Spain,€5.00m
Vinícius Tobias,Real Madrid,Right-Back,"Feb 23, 2004",19,Brazil,€3.00m
Aurélien Tchouaméni,Real Madrid,Defensive Midfield,"Jan 27, 2000",23,France,€85.00m
Casemiro,Real Madrid,Defensive Midfield,"Feb 23, 1992",31,Brazil,€40.00m
Mario Martín,Real Madrid,Defensive Midfield,"Mar 5, 2004",19,Spain,€250k
Federico Valverde,Real Madrid,Central Midfield,"Jul 22, 1998",24,Uruguay,€100.00m
Eduardo Camavinga,Real Madrid,Central Midfield,"Nov 10, 2002",20,France,€85.00m
Toni Kroos,Real Madrid,Central Midfield,"Jan 4, 1990",33,Germany,€15.00m
Dani Ceballos,Real Madrid,Central Midfield,"Aug 7, 1996",26,Spain,€12.00m
Luka Modric,Real Madrid,Central Midfield,"Sep 9, 1985",37,Croatia,€10.00m
Carlos Dotor,Real Madrid,Central Midfield,"Mar 15, 2001",22,Spain,€700k
Sergio Arribas,Real Madrid,Attacking Midfield,"Sep 30, 2001",21,Spain,€5.00m
Nico Paz,Real Madrid,Attacking Midfield,"Sep 8, 2004",18,Argentina,€2.00m
Vinicius Junior,Real Madrid,Left Winger,"Jul 12, 2000",22,Brazil,€150.00m
Eden Hazard,Real Madrid,Left Winger,"Jan 7, 1991",32,Belgium,€5.00m
Rodrygo,Real Madrid,Right Winger,"Jan 9, 2001",22,Brazil,€100.00m
Marco Asensio,Real Madrid,Right Winger,"Jan 21, 1996",27,Spain,€25.00m
Karim Benzema,Real Madrid,Centre-Forward,"Dec 19, 1987",35,France,€25.00m
Álvaro Rodríguez,Real Madrid,Centre-Forward,"Jul 14, 2004",18,Uruguay,€6.00m
Mariano Díaz,Real Madrid,Centre-Forward,"Aug 1, 1993",29,Dominican Republic,€2.50m
Marc-André ter Stegen,FC Barcelona,Goalkeeper,"Apr 30, 1992",31,Germany,€35.00m
Iñaki Peña,FC Barcelona,Goalkeeper,"Mar 2, 1999",24,Spain,€4.00m
Arnau Tenas,FC Barcelona,Goalkeeper,"May 30, 2001",22,Spain,€2.00m
Ander Astralaga,FC Barcelona,Goalkeeper,"Mar 3, 2004",19,Spain,-
Ronald Araujo,FC Barcelona,Centre-Back,"Mar 7, 1999",24,Uruguay,€70.00m
Jules Koundé,FC Barcelona,Centre-Back,"Nov 12, 1998",24,France,€60.00m
Andreas Christensen,FC Barcelona,Centre-Back,"Apr 10, 1996",27,Denmark,€40.00m
Eric García,FC Barcelona,Centre-Back,"Jan 9, 2001",22,Spain,€10.00m
Chadi Riad,FC Barcelona,Centre-Back,"Jun 17, 2003",20,Morocco,€500k
Gerard Piqué,FC Barcelona,Centre-Back,"Feb 2, 1987",36,Spain,-
Alejandro Balde,FC Barcelona,Left-Back,"Oct 18, 2003",19,Spain,€50.00m
Marcos Alonso,FC Barcelona,Left-Back,"Dec 28, 1990",32,Spain,€5.00m
Jordi Alba,FC Barcelona,Left-Back,"Mar 21, 1989",34,Spain,€5.00m
Álex Valle,FC Barcelona,Left-Back,"Apr 25, 2004",19,Spain,€500k
Héctor Bellerín,FC Barcelona,Right-Back,"Mar 19, 1995",28,Spain,€8.00m
Sergio Busquets,FC Barcelona,Defensive Midfield,"Jul 16, 1988",34,Spain,€5.00m
Álvaro Sanz,FC Barcelona,Defensive Midfield,"Feb 14, 2001",22,Spain,€700k
Marc Casadó,FC Barcelona,Defensive Midfield,"Sep 14, 2003",19,Spain,€300k
Pau Prim,FC Barcelona,Defensive Midfield,"Feb 22, 2006",17,Spain,-
Pedri,FC Barcelona,Central Midfield,"Nov 25, 2002",20,Spain,€100.00m
Gavi,FC Barcelona,Central Midfield,"Aug 5, 2004",18,Spain,€90.00m
Frenkie de Jong,FC Barcelona,Central Midfield,"May 12, 1997",26,Netherlands,€75.00m
Franck Kessié,FC Barcelona,Central Midfield,"Dec 19, 1996",26,Cote d'Ivoire,€25.00m
Miralem Pjanic,FC Barcelona,Central Midfield,"Apr 2, 1990",33,Bosnia-Herzegovina,€6.00m
Sergi Roberto,FC Barcelona,Central Midfield,"Feb 7, 1992",31,Spain,€5.00m
Pablo Torre,FC Barcelona,Central Midfield,"Apr 3, 2003",20,Spain,€3.00m
Aleix Garrido,FC Barcelona,Central Midfield,"Feb 22, 2004",19,Spain,€300k
Unai Hernández,FC Barcelona,Central Midfield,"Dec 14, 2004",18,Spain,-
Ansu Fati,FC Barcelona,Left Winger,"Oct 31, 2002",20,Spain,€35.00m
Ferran Torres,FC Barcelona,Left Winger,"Feb 29, 2000",23,Spain,€30.00m
Estanis Pedrola,FC Barcelona,Left Winger,"Aug 24, 2003",19,Spain,€500k
Ángel Alarcón,FC Barcelona,Left Winger,"May 15, 2004",19,Spain,-
Dani Rodríguez,FC Barcelona,Left Winger,"Aug 9, 2005",17,Spain,-
Ousmane Dembélé,FC Barcelona,Right Winger,"May 15, 1997",26,France,€60.00m
Raphinha,FC Barcelona,Right Winger,"Dec 14, 1996",26,Brazil,€60.00m
Ilias Akhomach,FC Barcelona,Right Winger,"Apr 16, 2004",19,Morocco,€3.00m
Lamine Yamal,FC Barcelona,Right Winger,"Jul 13, 2007",15,Spain,-
Robert Lewandowski,FC Barcelona,Centre-Forward,"Aug 21, 1988",34,Poland,€30.00m
Memphis Depay,FC Barcelona,Centre-Forward,"Feb 13, 1994",29,Netherlands,€14.00m
Pierre-Emerick Aubameyang,FC Barcelona,Centre-Forward,"Jun 18, 1989",34,Gabon,€4.00m
Marc Guiu,FC Barcelona,Centre-Forward,"Jan 4, 2006",17,Spain,-
Jan Oblak,Atlético de Madrid,Goalkeeper,"Jan 7, 1993",30,Slovenia,€35.00m
Ivo Grbic,Atlético de Madrid,Goalkeeper,"Jan 18, 1996",27,Croatia,€3.50m
Alejandro Iturbe,Atlético de Madrid,Goalkeeper,"Sep 2, 2003",19,Spain,€150k
Antonio Gomis,Atlético de Madrid,Goalkeeper,"May 20, 2003",20,Spain,€150k
Sergio Mestre,Atlético de Madrid,Goalkeeper,"Feb 13, 2005",18,Spain,-
José María Giménez,Atlético de Madrid,Centre-Back,"Jan 20, 1995",28,Uruguay,€35.00m
Mario Hermoso,Atlético de Madrid,Centre-Back,"Jun 18, 1995",28,Spain,€20.00m
Stefan Savic,Atlético de Madrid,Centre-Back,"Jan 8, 1991",32,Montenegro,€6.00m
Axel Witsel,Atlético de Madrid,Centre-Back,"Jan 12, 1989",34,Belgium,€5.00m
Felipe,Atlético de Madrid,Centre-Back,"May 16, 1989",34,Brazil,€2.00m
Marco Moreno,Atlético de Madrid,Centre-Back,"Feb 20, 2001",22,Spain,€200k
Ilias Kostis,Atlético de Madrid,Centre-Back,"Feb 27, 2003",20,Greece,€100k
Reinildo Mandava,Atlético de Madrid,Left-Back,"Jan 21, 1994",29,Mozambique,€25.00m
Renan Lodi,Atlético de Madrid,Left-Back,"Apr 8, 1998",25,Brazil,€20.00m
Sergio Reguilón,Atlético de Madrid,Left-Back,"Dec 16, 1996",26,Spain,€10.00m
Adrián Corral,Atlético de Madrid,Left-Back,"Jan 5, 2003",20,Spain,€50k
Nahuel Molina,Atlético de Madrid,Right-Back,"Apr 6, 1998",25,Argentina,€35.00m
Matt Doherty,Atlético de Madrid,Right-Back,"Jan 16, 1992",31,Ireland,€5.00m
Sergio Diez,Atlético de Madrid,Right-Back,"Jul 28, 2003",19,Spain,€200k
Geoffrey Kondogbia,Atlético de Madrid,Defensive Midfield,"Feb 15, 1993",30,Central African Republic,€14.00m
Rodrigo de Paul,Atlético de Madrid,Central Midfield,"May 24, 1994",29,Argentina,€40.00m
Marcos Llorente,Atlético de Madrid,Central Midfield,"Jan 30, 1995",28,Spain,€35.00m
Koke,Atlético de Madrid,Central Midfield,"Jan 8, 1992",31,Spain,€16.00m
Saúl Ñíguez,Atlético de Madrid,Central Midfield,"Nov 21, 1994",28,Spain,€10.00m
Pablo Barrios,Atlético de Madrid,Central Midfield,"Jun 15, 2003",20,Spain,€5.00m
Alberto Moreno,Atlético de Madrid,Central Midfield,"Apr 19, 2002",21,Spain,€150k
Aitor Gismera,Atlético de Madrid,Central Midfield,"Feb 21, 2004",19,Spain,€150k
Thomas Lemar,Atlético de Madrid,Attacking Midfield,"Nov 12, 1995",27,France,€22.00m
Antonio Alemán,Atlético de Madrid,Attacking Midfield,"Jan 27, 2001",22,Spain,-
João Félix,Atlético de Madrid,Left Winger,"Nov 10, 1999",23,Portugal,€50.00m
Yannick Carrasco,Atlético de Madrid,Left Winger,"Sep 4, 1993",29,Belgium,€25.00m
Salim El Jebari,Atlético de Madrid,Left Winger,"Feb 5, 2004",19,Morocco,-
Ángel Correa,Atlético de Madrid,Right Winger,"Mar 9, 1995",28,Argentina,€30.00m
Matheus Cunha,Atlético de Madrid,Centre-Forward,"May 27, 1999",24,Brazil,€25.00m
Antoine Griezmann,Atlético de Madrid,Centre-Forward,"Mar 21, 1991",32,France,€25.00m
Álvaro Morata,Atlético de Madrid,Centre-Forward,"Oct 23, 1992",30,Spain,€20.00m
Memphis Depay,Atlético de Madrid,Centre-Forward,"Feb 13, 1994",29,Netherlands,€14.00m
Carlos Martín,Atlético de Madrid,Centre-Forward,"Apr 22, 2002",21,Spain,€500k
Diego Bri,Atlético de Madrid,Centre-Forward,"Sep 12, 2002",20,Spain,€150k
Abde Raihani,Atlético de Madrid,Centre-Forward,"Feb 3, 2004",19,Morocco,-
Álex Remiro,Real Sociedad,Goalkeeper,"Mar 24, 1995",28,Spain,€25.00m
Andoni Zubiaurre,Real Sociedad,Goalkeeper,"Dec 4, 1996",26,Spain,€300k
Unai Marrero,Real Sociedad,Goalkeeper,"Oct 9, 2001",21,Spain,€250k
Egoitz Arana,Real Sociedad,Goalkeeper,"Feb 19, 2002",21,Spain,€50k
Robin Le Normand,Real Sociedad,Centre-Back,"Nov 11, 1996",26,Spain,€35.00m
Igor Zubeldia,Real Sociedad,Centre-Back,"Mar 30, 1997",26,Spain,€15.00m
Aritz Elustondo,Real Sociedad,Centre-Back,"Mar 28, 1994",29,Spain,€14.00m
Jon Pacheco,Real Sociedad,Centre-Back,"Jan 8, 2001",22,Spain,€6.00m
Aritz Arambarri,Real Sociedad,Centre-Back,"Jan 31, 1998",25,Spain,€500k
Aihen Muñoz,Real Sociedad,Left-Back,"Aug 16, 1997",25,Spain,€6.00m
Diego Rico,Real Sociedad,Left-Back,"Feb 23, 1993",30,Spain,€3.00m
Jonathan Gómez,Real Sociedad,Left-Back,"Sep 1, 2003",19,United States,€500k
Andoni Gorosabel,Real Sociedad,Right-Back,"Aug 4, 1996",26,Spain,€9.00m
Martín Zubimendi,Real Sociedad,Defensive Midfield,"Feb 2, 1999",24,Spain,€40.00m
Asier Illarramendi,Real Sociedad,Defensive Midfield,"Mar 8, 1990",33,Spain,€2.00m
Urko González de Zarate,Real Sociedad,Defensive Midfield,"Mar 20, 2001",22,Spain,€700k
Mikel Merino,Real Sociedad,Central Midfield,"Jun 22, 1996",27,Spain,€50.00m
Ander Guevara,Real Sociedad,Central Midfield,"Jul 7, 1997",25,Spain,€2.50m
Beñat Turrientes,Real Sociedad,Central Midfield,"Jan 31, 2002",21,Spain,€2.00m
Jon Ander Olasagasti,Real Sociedad,Central Midfield,"Aug 16, 2000",22,Spain,€1.00m
Brais Méndez,Real Sociedad,Attacking Midfield,"Jan 7, 1997",26,Spain,€25.00m
David Silva,Real Sociedad,Attacking Midfield,"Jan 8, 1986",37,Spain,€4.00m
Robert Navarro,Real Sociedad,Attacking Midfield,"Apr 12, 2002",21,Spain,€3.00m
Pablo Marín,Real Sociedad,Attacking Midfield,"Jul 3, 2003",19,Spain,€1.00m
Jon Magunazelaia,Real Sociedad,Attacking Midfield,"Jul 13, 2001",21,Spain,€700k
Mikel Oyarzabal,Real Sociedad,Left Winger,"Apr 21, 1997",26,Spain,€40.00m
Mohamed-Ali Cho,Real Sociedad,Left Winger,"Jan 19, 2004",19,France,€12.00m
Ander Barrenetxea,Real Sociedad,Left Winger,"Dec 27, 2001",21,Spain,€6.00m
Martín Merquelanz,Real Sociedad,Left Winger,"Jun 12, 1995",28,Spain,€800k
Takefusa Kubo,Real Sociedad,Right Winger,"Jun 4, 2001",22,Japan,€25.00m
Álex Sola,Real Sociedad,Right Winger,"Jun 9, 1999",24,Spain,€3.00m
Ander Martín,Real Sociedad,Right Winger,"Nov 16, 2000",22,Spain,€400k
Alexander Isak,Real Sociedad,Centre-Forward,"Sep 21, 1999",23,Sweden,€70.00m
Umar Sadiq,Real Sociedad,Centre-Forward,"Feb 2, 1997",26,Nigeria,€18.00m
Alexander Sørloth,Real Sociedad,Centre-Forward,"Dec 5, 1995",27,Norway,€12.00m
Jon Karrikaburu,Real Sociedad,Centre-Forward,"Sep 19, 2002",20,Spain,€5.00m
Carlos Fernández,Real Sociedad,Centre-Forward,"May 22, 1996",27,Spain,€3.00m
Gerónimo Rulli,Villarreal CF,Goalkeeper,"May 20, 1992",31,Argentina,€10.00m
Filip Jørgensen,Villarreal CF,Goalkeeper,"Apr 16, 2002",21,Denmark,€1.50m
Pepe Reina,Villarreal CF,Goalkeeper,"Aug 31, 1982",40,Spain,€700k
Iker Álvarez,Villarreal CF,Goalkeeper,"Jul 25, 2001",21,Andorra,€500k
Gianni Cassaro,Villarreal CF,Goalkeeper,"Apr 10, 1992",31,Spain,€100k
Pau Torres,Villarreal CF,Centre-Back,"Jan 16, 1997",26,Spain,€45.00m
Jorge Cuenca,Villarreal CF,Centre-Back,"Nov 17, 1999",23,Spain,€5.00m
Aïssa Mandi,Villarreal CF,Centre-Back,"Oct 22, 1991",31,Algeria,€3.00m
Mamadou Mbacke,Villarreal CF,Centre-Back,"Nov 21, 2002",20,Senegal,€2.80m
Raúl Albiol,Villarreal CF,Centre-Back,"Sep 4, 1985",37,Spain,€2.50m
Adrián de la Fuente,Villarreal CF,Centre-Back,"Feb 26, 1999",24,Spain,€800k
Pervis Estupiñán,Villarreal CF,Left-Back,"Jan 21, 1998",25,Ecuador,€32.00m
Alfonso Pedraza,Villarreal CF,Left-Back,"Apr 9, 1996",27,Spain,€15.00m
Johan Mojica,Villarreal CF,Left-Back,"Aug 21, 1992",30,Colombia,€3.00m
Alberto Moreno,Villarreal CF,Left-Back,"Jul 5, 1992",30,Spain,€3.00m
Dani Tasende,Villarreal CF,Left-Back,"Jul 6, 2000",22,Spain,€700k
Carlos Romero,Villarreal CF,Left-Back,"Oct 29, 2001",21,Spain,€100k
Juan Foyth,Villarreal CF,Right-Back,"Jan 12, 1998",25,Argentina,€25.00m
Kiko Femenía,Villarreal CF,Right-Back,"Feb 2, 1991",32,Spain,€2.50m
Sergio Carreira,Villarreal CF,Right-Back,"Oct 13, 2000",22,Spain,€1.50m
Marcos Sánchez,Villarreal CF,Right-Back,"Oct 26, 2003",19,Spain,-
Ramón Terrats,Villarreal CF,Defensive Midfield,"Oct 18, 2000",22,Spain,€4.00m
Étienne Capoue,Villarreal CF,Defensive Midfield,"Jul 11, 1988",34,France,€3.00m
Francis Coquelin,Villarreal CF,Defensive Midfield,"May 13, 1991",32,France,€3.00m
Dani Parejo,Villarreal CF,Central Midfield,"Apr 16, 1989",34,Spain,€6.00m
Manu Morlanes,Villarreal CF,Central Midfield,"Jan 12, 1999",24,Spain,€4.00m
Manu Trigueros,Villarreal CF,Central Midfield,"Oct 17, 1991",31,Spain,€4.00m
Alberto del Moral,Villarreal CF,Central Midfield,"Jul 20, 2000",22,Spain,€1.00m
Antonio Pacheco,Villarreal CF,Central Midfield,"Jan 3, 2002",21,Spain,€400k
Rodri Alonso,Villarreal CF,Central Midfield,"Jan 4, 2003",20,Spain,€100k
Álex Baena,Villarreal CF,Attacking Midfield,"Jul 20, 2001",21,Spain,€20.00m
Giovani Lo Celso,Villarreal CF,Attacking Midfield,"Apr 9, 1996",27,Argentina,€14.00m
Carlo García,Villarreal CF,Attacking Midfield,"Feb 12, 2001",22,Spain,€800k
Arnaut Danjuma,Villarreal CF,Left Winger,"Jan 31, 1997",26,Netherlands,€25.00m
Diego Collado,Villarreal CF,Left Winger,"Jan 9, 2001",22,Spain,€1.00m
Yéremy Pino,Villarreal CF,Right Winger,"Oct 20, 2002",20,Spain,€40.00m
Samuel Chukwueze,Villarreal CF,Right Winger,"May 22, 1999",24,Nigeria,€25.00m
Haissem Hassan,Villarreal CF,Right Winger,"Feb 8, 2002",21,France,€1.50m
Nicolas Jackson,Villarreal CF,Centre-Forward,"Jun 20, 2001",22,Senegal,€30.00m
Gerard Moreno,Villarreal CF,Centre-Forward,"Apr 7, 1992",31,Spain,€20.00m
Fer Niño,Villarreal CF,Centre-Forward,"Oct 24, 2000",22,Spain,€3.00m
José Luis Morales,Villarreal CF,Centre-Forward,"Jul 23, 1987",35,Spain,€3.00m
Jorge Pascual,Villarreal CF,Centre-Forward,"Apr 9, 2003",20,Spain,-
Giorgi Mamardashvili,Valencia CF,Goalkeeper,"Sep 29, 2000",22,Georgia,€25.00m
Jaume Doménech,Valencia CF,Goalkeeper,"Nov 5, 1990",32,Spain,€1.00m
Iago Herrerín,Valencia CF,Goalkeeper,"Jan 25, 1988",35,Spain,€500k
Emilio Bernad,Valencia CF,Goalkeeper,"Sep 22, 1999",23,Spain,€300k
Cristian Rivero,Valencia CF,Goalkeeper,"Mar 21, 1998",25,Spain,€200k
Charlie Pérez,Valencia CF,Goalkeeper,"Jun 7, 2002",21,Spain,€25k
Mouctar Diakhaby,Valencia CF,Centre-Back,"Dec 19, 1996",26,Guinea,€6.00m
Cenk Özkacar,Valencia CF,Centre-Back,"Oct 6, 2000",22,Türkiye,€5.00m
Eray Cömert,Valencia CF,Centre-Back,"Feb 4, 1998",25,Switzerland,€3.50m
Gabriel Paulista,Valencia CF,Centre-Back,"Nov 26, 1990",32,Brazil,€2.50m
Cristhian Mosquera,Valencia CF,Centre-Back,"Jun 27, 2004",19,Spain,€1.00m
Rubén Iranzo,Valencia CF,Centre-Back,"Mar 14, 2003",20,Spain,€200k
José Gayà,Valencia CF,Left-Back,"May 25, 1995",28,Spain,€30.00m
Jesús Vázquez,Valencia CF,Left-Back,"Jan 2, 2003",20,Spain,€3.00m
Toni Lato,Valencia CF,Left-Back,"Nov 21, 1997",25,Spain,€2.50m
Thierry Correia,Valencia CF,Right-Back,"Mar 9, 1999",24,Portugal,€8.00m
Dimitri Foulquier,Valencia CF,Right-Back,"Mar 23, 1993",30,Guadeloupe,€2.50m
Hugo Guillamón,Valencia CF,Defensive Midfield,"Jan 31, 2000",23,Spain,€14.00m
Uroš Račić,Valencia CF,Defensive Midfield,"Mar 17, 1998",25,Serbia,€6.50m
Carlos Soler,Valencia CF,Central Midfield,"Jan 2, 1997",26,Spain,€25.00m
André Almeida,Valencia CF,Central Midfield,"May 30, 2000",23,Portugal,€20.00m
Yunus Musah,Valencia CF,Central Midfield,"Nov 29, 2002",20,United States,€18.00m
Nico González,Valencia CF,Central Midfield,"Jan 3, 2002",21,Spain,€10.00m
Ilaix Moriba,Valencia CF,Central Midfield,"Jan 19, 2003",20,Guinea,€4.00m
Javi Guerra,Valencia CF,Central Midfield,"May 13, 2003",20,Spain,€2.00m
Koba Koindredi,Valencia CF,Central Midfield,"Oct 27, 2001",21,France,€1.00m
Tiago Ribeiro,Valencia CF,Central Midfield,"Mar 14, 2002",21,Portugal,€200k
Yellu Santiago,Valencia CF,Central Midfield,"May 25, 2004",19,Spain,€100k
Samuel Lino,Valencia CF,Left Winger,"Dec 23, 1999",23,Brazil,€16.00m
Justin Kluivert,Valencia CF,Left Winger,"May 5, 1999",24,Netherlands,€14.00m
Diego López,Valencia CF,Left Winger,"May 13, 2002",21,Spain,€1.50m
Samu Castillejo,Valencia CF,Right Winger,"Jan 18, 1995",28,Spain,€6.00m
Fran Pérez,Valencia CF,Right Winger,"Sep 9, 2002",20,Spain,€500k
Manu Vallejo,Valencia CF,Second Striker,"Feb 14, 1997",26,Spain,€2.40m
Maxi Gómez,Valencia CF,Centre-Forward,"Aug 14, 1996",26,Uruguay,€7.00m
Hugo Duro,Valencia CF,Centre-Forward,"Nov 10, 1999",23,Spain,€4.00m
Edinson Cavani,Valencia CF,Centre-Forward,"Feb 14, 1987",36,Uruguay,€3.00m
Marcos André,Valencia CF,Centre-Forward,"Oct 20, 1996",26,Brazil,€2.50m
Alberto Marí,Valencia CF,Centre-Forward,"Jul 11, 2001",21,Spain,€800k
Mario Dominguez,Valencia CF,Centre-Forward,"Feb 10, 2004",19,Spain,€25k
Rui Silva,Real Betis Balompié,Goalkeeper,"Feb 7, 1994",29,Portugal,€15.00m
Dani Martín,Real Betis Balompié,Goalkeeper,"Jul 8, 1998",24,Spain,€1.50m
Claudio Bravo,Real Betis Balompié,Goalkeeper,"Apr 13, 1983",40,Chile,€1.00m
Fran Vieites,Real Betis Balompié,Goalkeeper,"May 7, 1999",24,Spain,€200k
Germán García,Real Betis Balompié,Goalkeeper,"Feb 1, 2004",19,Spain,-
Luiz Felipe,Real Betis Balompié,Centre-Back,"Mar 22, 1997",26,Italy,€15.00m
Edgar González,Real Betis Balompié,Centre-Back,"Apr 1, 1997",26,Spain,€9.00m
Germán Pezzella,Real Betis Balompié,Centre-Back,"Jun 27, 1991",32,Argentina,€5.00m
Víctor Ruiz,Real Betis Balompié,Centre-Back,"Jan 25, 1989",34,Spain,€1.20m
Félix Garreta,Real Betis Balompié,Centre-Back,"Apr 21, 2004",19,Spain,€200k
Ricardo Visus,Real Betis Balompié,Centre-Back,"Apr 24, 2001",22,Spain,€150k
Álex Moreno,Real Betis Balompié,Left-Back,"Jun 8, 1993",30,Spain,€15.00m
Abner,Real Betis Balompié,Left-Back,"May 27, 2000",23,Brazil,€7.00m
Juan Miranda,Real Betis Balompié,Left-Back,"Jan 19, 2000",23,Spain,€7.00m
Youssouf Sabaly,Real Betis Balompié,Right-Back,"Mar 5, 1993",30,Senegal,€5.00m
Martín Montoya,Real Betis Balompié,Right-Back,"Apr 14, 1991",32,Spain,€1.20m
Fran Delgado,Real Betis Balompié,Right-Back,"Jul 11, 2001",21,Spain,€350k
Guido Rodríguez,Real Betis Balompié,Defensive Midfield,"Apr 12, 1994",29,Argentina,€28.00m
William Carvalho,Real Betis Balompié,Defensive Midfield,"Apr 7, 1992",31,Portugal,€14.00m
Paul Akouokou,Real Betis Balompié,Defensive Midfield,"Dec 20, 1997",25,Cote d'Ivoire,€3.50m
Andrés Guardado,Real Betis Balompié,Central Midfield,"Sep 28, 1986",36,Mexico,€1.50m
Víctor Camarasa,Real Betis Balompié,Central Midfield,"May 28, 1994",29,Spain,€800k
Quique Fernández,Real Betis Balompié,Central Midfield,"Sep 16, 2003",19,Spain,€150k
Nabil Fekir,Real Betis Balompié,Attacking Midfield,"Jul 18, 1993",29,France,€20.00m
Sergio Canales,Real Betis Balompié,Attacking Midfield,"Feb 16, 1991",32,Spain,€15.00m
Rodri Sánchez,Real Betis Balompié,Attacking Midfield,"May 16, 2000",23,Spain,€8.00m
Dani Pérez,Real Betis Balompié,Attacking Midfield,"Jul 26, 2005",17,Spain,€300k
Juanmi,Real Betis Balompié,Left Winger,"May 20, 1993",30,Spain,€12.00m
Ayoze Pérez,Real Betis Balompié,Left Winger,"Jul 29, 1993",29,Spain,€6.00m
José Alonso Lara,Real Betis Balompié,Left Winger,"Mar 7, 2000",23,Spain,€350k
Luiz Henrique,Real Betis Balompié,Right Winger,"Jan 2, 2001",22,Brazil,€15.00m
Aitor Ruibal,Real Betis Balompié,Right Winger,"Mar 22, 1996",27,Spain,€5.00m
Rober González,Real Betis Balompié,Right Winger,"Jan 8, 2001",22,Spain,€2.00m
Joaquín,Real Betis Balompié,Right Winger,"Jul 21, 1981",41,Spain,€1.50m
Juan Cruz,Real Betis Balompié,Right Winger,"Apr 25, 2000",23,Spain,€1.50m
Borja Iglesias,Real Betis Balompié,Centre-Forward,"Jan 17, 1993",30,Spain,€20.00m
Willian José,Real Betis Balompié,Centre-Forward,"Nov 23, 1991",31,Brazil,€6.00m
Loren Morón,Real Betis Balompié,Centre-Forward,"Dec 30, 1993",29,Spain,€2.00m
Bono,Sevilla FC,Goalkeeper,"Apr 5, 1991",32,Morocco,€12.00m
Marko Dmitrovic,Sevilla FC,Goalkeeper,"Jan 24, 1992",31,Serbia,€4.00m
Alberto Flores,Sevilla FC,Goalkeeper,"Nov 10, 2003",19,Spain,€200k
Matías Árbol,Sevilla FC,Goalkeeper,"Sep 12, 2002",20,Spain,€50k
Marius Herzig,Sevilla FC,Goalkeeper,"Dec 17, 1999",23,Germany,-
Loïc Badé,Sevilla FC,Centre-Back,"Apr 11, 2000",23,France,€12.00m
Tanguy Nianzou,Sevilla FC,Centre-Back,"Jun 7, 2002",21,France,€7.50m
Marcão,Sevilla FC,Centre-Back,"Jun 5, 1996",27,Brazil,€7.50m
Karim Rekik,Sevilla FC,Centre-Back,"Dec 2, 1994",28,Netherlands,€4.00m
Nemanja Gudelj,Sevilla FC,Centre-Back,"Nov 16, 1991",31,Serbia,€4.00m
Kike Salas,Sevilla FC,Centre-Back,"Apr 23, 2002",21,Spain,€1.00m
Marcos Acuña,Sevilla FC,Left-Back,"Oct 28, 1991",31,Argentina,€10.00m
Alex Telles,Sevilla FC,Left-Back,"Dec 15, 1992",30,Brazil,€7.50m
Pablo Pérez,Sevilla FC,Left-Back,"Aug 18, 2001",21,Spain,€200k
Diego Hormigo,Sevilla FC,Left-Back,"Apr 16, 2003",20,Spain,€100k
Gonzalo Montiel,Sevilla FC,Right-Back,"Jan 1, 1997",26,Argentina,€12.00m
José Ángel Carmona,Sevilla FC,Right-Back,"Jan 29, 2002",21,Spain,€4.00m
Jesús Navas,Sevilla FC,Right-Back,"Nov 21, 1985",37,Spain,€3.00m
Pape Gueye,Sevilla FC,Defensive Midfield,"Jan 24, 1999",24,Senegal,€10.00m
Fernando,Sevilla FC,Defensive Midfield,"Jul 25, 1987",35,Brazil,€3.00m
Pedro Ortiz,Sevilla FC,Defensive Midfield,"Aug 19, 2000",22,Spain,€200k
Joan Jordán,Sevilla FC,Central Midfield,"Jul 6, 1994",28,Spain,€9.00m
Óliver Torres,Sevilla FC,Central Midfield,"Nov 10, 1994",28,Spain,€9.00m
Ivan Rakitic,Sevilla FC,Central Midfield,"Mar 10, 1988",35,Croatia,€4.00m
Thomas Delaney,Sevilla FC,Central Midfield,"Sep 3, 1991",31,Denmark,€2.00m
Manu Bueno,Sevilla FC,Central Midfield,"Jul 27, 2004",18,Spain,€300k
Xavi Sintes,Sevilla FC,Central Midfield,"Aug 5, 2001",21,Spain,€150k
Isco,Sevilla FC,Attacking Midfield,"Apr 21, 1992",31,Spain,€5.00m
Carlos Álvarez,Sevilla FC,Attacking Midfield,"Aug 6, 2003",19,Spain,€400k
Nacho Quintana,Sevilla FC,Attacking Midfield,"Feb 23, 2001",22,Spain,€200k
Lucas Ocampos,Sevilla FC,Left Winger,"Jul 11, 1994",28,Argentina,€12.00m
Papu Gómez,Sevilla FC,Left Winger,"Feb 15, 1988",35,Argentina,€3.00m
Bryan Gil,Sevilla FC,Right Winger,"Feb 11, 2001",22,Spain,€15.00m
Erik Lamela,Sevilla FC,Right Winger,"Mar 4, 1992",31,Argentina,€9.00m
